,index,minsupp_new,induction_measure,pruning_measure,voting_measure,max_growing,complementary_condition
414,414,5,Measures.C2,Measures.Correlation,Measures.RSS,3,0
415,415,5,Measures.C2,Measures.Correlation,Measures.RSS,3,1
416,416,5,Measures.C2,Measures.Correlation,Measures.RSS,4,0
417,417,5,Measures.C2,Measures.Correlation,Measures.RSS,4,1
418,418,5,Measures.C2,Measures.Correlation,Measures.RSS,5,0
419,419,5,Measures.C2,Measures.Correlation,Measures.RSS,5,1
420,420,5,Measures.C2,Measures.Correlation,Measures.Correlation,0,0
421,421,5,Measures.C2,Measures.Correlation,Measures.Correlation,0,1
422,422,5,Measures.C2,Measures.Correlation,Measures.Correlation,1,0
423,423,5,Measures.C2,Measures.Correlation,Measures.Correlation,1,1
424,424,5,Measures.C2,Measures.Correlation,Measures.Correlation,2,0
425,425,5,Measures.C2,Measures.Correlation,Measures.Correlation,2,1
426,426,5,Measures.C2,Measures.Correlation,Measures.Correlation,3,0
427,427,5,Measures.C2,Measures.Correlation,Measures.Correlation,3,1
428,428,5,Measures.C2,Measures.Correlation,Measures.Correlation,4,0
429,429,5,Measures.C2,Measures.Correlation,Measures.Correlation,4,1
430,430,5,Measures.C2,Measures.Correlation,Measures.Correlation,5,0
431,431,5,Measures.C2,Measures.Correlation,Measures.Correlation,5,1
432,432,5,Measures.RSS,Measures.C2,Measures.C2,0,0
433,433,5,Measures.RSS,Measures.C2,Measures.C2,0,1
434,434,5,Measures.RSS,Measures.C2,Measures.C2,1,0
435,435,5,Measures.RSS,Measures.C2,Measures.C2,1,1
436,436,5,Measures.RSS,Measures.C2,Measures.C2,2,0
437,437,5,Measures.RSS,Measures.C2,Measures.C2,2,1
438,438,5,Measures.RSS,Measures.C2,Measures.C2,3,0
439,439,5,Measures.RSS,Measures.C2,Measures.C2,3,1
440,440,5,Measures.RSS,Measures.C2,Measures.C2,4,0
441,441,5,Measures.RSS,Measures.C2,Measures.C2,4,1
442,442,5,Measures.RSS,Measures.C2,Measures.C2,5,0
443,443,5,Measures.RSS,Measures.C2,Measures.C2,5,1
444,444,5,Measures.RSS,Measures.C2,Measures.RSS,0,0
445,445,5,Measures.RSS,Measures.C2,Measures.RSS,0,1
446,446,5,Measures.RSS,Measures.C2,Measures.RSS,1,0
447,447,5,Measures.RSS,Measures.C2,Measures.RSS,1,1
448,448,5,Measures.RSS,Measures.C2,Measures.RSS,2,0
449,449,5,Measures.RSS,Measures.C2,Measures.RSS,2,1
450,450,5,Measures.RSS,Measures.C2,Measures.RSS,3,0
451,451,5,Measures.RSS,Measures.C2,Measures.RSS,3,1
452,452,5,Measures.RSS,Measures.C2,Measures.RSS,4,0
453,453,5,Measures.RSS,Measures.C2,Measures.RSS,4,1
454,454,5,Measures.RSS,Measures.C2,Measures.RSS,5,0
455,455,5,Measures.RSS,Measures.C2,Measures.RSS,5,1
456,456,5,Measures.RSS,Measures.C2,Measures.Correlation,0,0
457,457,5,Measures.RSS,Measures.C2,Measures.Correlation,0,1
458,458,5,Measures.RSS,Measures.C2,Measures.Correlation,1,0
459,459,5,Measures.RSS,Measures.C2,Measures.Correlation,1,1
460,460,5,Measures.RSS,Measures.C2,Measures.Correlation,2,0
461,461,5,Measures.RSS,Measures.C2,Measures.Correlation,2,1
462,462,5,Measures.RSS,Measures.C2,Measures.Correlation,3,0
463,463,5,Measures.RSS,Measures.C2,Measures.Correlation,3,1
464,464,5,Measures.RSS,Measures.C2,Measures.Correlation,4,0
465,465,5,Measures.RSS,Measures.C2,Measures.Correlation,4,1
466,466,5,Measures.RSS,Measures.C2,Measures.Correlation,5,0
467,467,5,Measures.RSS,Measures.C2,Measures.Correlation,5,1
468,468,5,Measures.RSS,Measures.RSS,Measures.C2,0,0
469,469,5,Measures.RSS,Measures.RSS,Measures.C2,0,1
470,470,5,Measures.RSS,Measures.RSS,Measures.C2,1,0
471,471,5,Measures.RSS,Measures.RSS,Measures.C2,1,1
472,472,5,Measures.RSS,Measures.RSS,Measures.C2,2,0
473,473,5,Measures.RSS,Measures.RSS,Measures.C2,2,1
474,474,5,Measures.RSS,Measures.RSS,Measures.C2,3,0
475,475,5,Measures.RSS,Measures.RSS,Measures.C2,3,1
476,476,5,Measures.RSS,Measures.RSS,Measures.C2,4,0
477,477,5,Measures.RSS,Measures.RSS,Measures.C2,4,1
478,478,5,Measures.RSS,Measures.RSS,Measures.C2,5,0
479,479,5,Measures.RSS,Measures.RSS,Measures.C2,5,1
480,480,5,Measures.RSS,Measures.RSS,Measures.RSS,0,0
481,481,5,Measures.RSS,Measures.RSS,Measures.RSS,0,1
482,482,5,Measures.RSS,Measures.RSS,Measures.RSS,1,0
483,483,5,Measures.RSS,Measures.RSS,Measures.RSS,1,1
484,484,5,Measures.RSS,Measures.RSS,Measures.RSS,2,0
485,485,5,Measures.RSS,Measures.RSS,Measures.RSS,2,1
486,486,5,Measures.RSS,Measures.RSS,Measures.RSS,3,0
487,487,5,Measures.RSS,Measures.RSS,Measures.RSS,3,1
488,488,5,Measures.RSS,Measures.RSS,Measures.RSS,4,0
489,489,5,Measures.RSS,Measures.RSS,Measures.RSS,4,1
490,490,5,Measures.RSS,Measures.RSS,Measures.RSS,5,0
491,491,5,Measures.RSS,Measures.RSS,Measures.RSS,5,1
492,492,5,Measures.RSS,Measures.RSS,Measures.Correlation,0,0
493,493,5,Measures.RSS,Measures.RSS,Measures.Correlation,0,1
494,494,5,Measures.RSS,Measures.RSS,Measures.Correlation,1,0
495,495,5,Measures.RSS,Measures.RSS,Measures.Correlation,1,1
496,496,5,Measures.RSS,Measures.RSS,Measures.Correlation,2,0
497,497,5,Measures.RSS,Measures.RSS,Measures.Correlation,2,1
498,498,5,Measures.RSS,Measures.RSS,Measures.Correlation,3,0
499,499,5,Measures.RSS,Measures.RSS,Measures.Correlation,3,1
500,500,5,Measures.RSS,Measures.RSS,Measures.Correlation,4,0
501,501,5,Measures.RSS,Measures.RSS,Measures.Correlation,4,1
502,502,5,Measures.RSS,Measures.RSS,Measures.Correlation,5,0
503,503,5,Measures.RSS,Measures.RSS,Measures.Correlation,5,1
504,504,5,Measures.RSS,Measures.Correlation,Measures.C2,0,0
505,505,5,Measures.RSS,Measures.Correlation,Measures.C2,0,1
506,506,5,Measures.RSS,Measures.Correlation,Measures.C2,1,0
507,507,5,Measures.RSS,Measures.Correlation,Measures.C2,1,1
508,508,5,Measures.RSS,Measures.Correlation,Measures.C2,2,0
509,509,5,Measures.RSS,Measures.Correlation,Measures.C2,2,1
510,510,5,Measures.RSS,Measures.Correlation,Measures.C2,3,0
511,511,5,Measures.RSS,Measures.Correlation,Measures.C2,3,1
512,512,5,Measures.RSS,Measures.Correlation,Measures.C2,4,0
513,513,5,Measures.RSS,Measures.Correlation,Measures.C2,4,1
514,514,5,Measures.RSS,Measures.Correlation,Measures.C2,5,0
515,515,5,Measures.RSS,Measures.Correlation,Measures.C2,5,1
516,516,5,Measures.RSS,Measures.Correlation,Measures.RSS,0,0
517,517,5,Measures.RSS,Measures.Correlation,Measures.RSS,0,1
518,518,5,Measures.RSS,Measures.Correlation,Measures.RSS,1,0
519,519,5,Measures.RSS,Measures.Correlation,Measures.RSS,1,1
520,520,5,Measures.RSS,Measures.Correlation,Measures.RSS,2,0
521,521,5,Measures.RSS,Measures.Correlation,Measures.RSS,2,1
522,522,5,Measures.RSS,Measures.Correlation,Measures.RSS,3,0
523,523,5,Measures.RSS,Measures.Correlation,Measures.RSS,3,1
524,524,5,Measures.RSS,Measures.Correlation,Measures.RSS,4,0
525,525,5,Measures.RSS,Measures.Correlation,Measures.RSS,4,1
526,526,5,Measures.RSS,Measures.Correlation,Measures.RSS,5,0
527,527,5,Measures.RSS,Measures.Correlation,Measures.RSS,5,1
528,528,5,Measures.RSS,Measures.Correlation,Measures.Correlation,0,0
529,529,5,Measures.RSS,Measures.Correlation,Measures.Correlation,0,1
530,530,5,Measures.RSS,Measures.Correlation,Measures.Correlation,1,0
531,531,5,Measures.RSS,Measures.Correlation,Measures.Correlation,1,1
532,532,5,Measures.RSS,Measures.Correlation,Measures.Correlation,2,0
533,533,5,Measures.RSS,Measures.Correlation,Measures.Correlation,2,1
534,534,5,Measures.RSS,Measures.Correlation,Measures.Correlation,3,0
535,535,5,Measures.RSS,Measures.Correlation,Measures.Correlation,3,1
536,536,5,Measures.RSS,Measures.Correlation,Measures.Correlation,4,0
537,537,5,Measures.RSS,Measures.Correlation,Measures.Correlation,4,1
538,538,5,Measures.RSS,Measures.Correlation,Measures.Correlation,5,0
539,539,5,Measures.RSS,Measures.Correlation,Measures.Correlation,5,1
540,540,5,Measures.Correlation,Measures.C2,Measures.C2,0,0
541,541,5,Measures.Correlation,Measures.C2,Measures.C2,0,1
542,542,5,Measures.Correlation,Measures.C2,Measures.C2,1,0
543,543,5,Measures.Correlation,Measures.C2,Measures.C2,1,1
544,544,5,Measures.Correlation,Measures.C2,Measures.C2,2,0
545,545,5,Measures.Correlation,Measures.C2,Measures.C2,2,1
546,546,5,Measures.Correlation,Measures.C2,Measures.C2,3,0
547,547,5,Measures.Correlation,Measures.C2,Measures.C2,3,1
548,548,5,Measures.Correlation,Measures.C2,Measures.C2,4,0
549,549,5,Measures.Correlation,Measures.C2,Measures.C2,4,1
550,550,5,Measures.Correlation,Measures.C2,Measures.C2,5,0
551,551,5,Measures.Correlation,Measures.C2,Measures.C2,5,1
552,552,5,Measures.Correlation,Measures.C2,Measures.RSS,0,0
553,553,5,Measures.Correlation,Measures.C2,Measures.RSS,0,1
554,554,5,Measures.Correlation,Measures.C2,Measures.RSS,1,0
555,555,5,Measures.Correlation,Measures.C2,Measures.RSS,1,1
556,556,5,Measures.Correlation,Measures.C2,Measures.RSS,2,0
557,557,5,Measures.Correlation,Measures.C2,Measures.RSS,2,1
558,558,5,Measures.Correlation,Measures.C2,Measures.RSS,3,0
559,559,5,Measures.Correlation,Measures.C2,Measures.RSS,3,1
560,560,5,Measures.Correlation,Measures.C2,Measures.RSS,4,0
561,561,5,Measures.Correlation,Measures.C2,Measures.RSS,4,1
562,562,5,Measures.Correlation,Measures.C2,Measures.RSS,5,0
563,563,5,Measures.Correlation,Measures.C2,Measures.RSS,5,1
564,564,5,Measures.Correlation,Measures.C2,Measures.Correlation,0,0
565,565,5,Measures.Correlation,Measures.C2,Measures.Correlation,0,1
566,566,5,Measures.Correlation,Measures.C2,Measures.Correlation,1,0
567,567,5,Measures.Correlation,Measures.C2,Measures.Correlation,1,1
568,568,5,Measures.Correlation,Measures.C2,Measures.Correlation,2,0
569,569,5,Measures.Correlation,Measures.C2,Measures.Correlation,2,1
570,570,5,Measures.Correlation,Measures.C2,Measures.Correlation,3,0
571,571,5,Measures.Correlation,Measures.C2,Measures.Correlation,3,1
572,572,5,Measures.Correlation,Measures.C2,Measures.Correlation,4,0
573,573,5,Measures.Correlation,Measures.C2,Measures.Correlation,4,1
574,574,5,Measures.Correlation,Measures.C2,Measures.Correlation,5,0
575,575,5,Measures.Correlation,Measures.C2,Measures.Correlation,5,1
576,576,5,Measures.Correlation,Measures.RSS,Measures.C2,0,0
577,577,5,Measures.Correlation,Measures.RSS,Measures.C2,0,1
578,578,5,Measures.Correlation,Measures.RSS,Measures.C2,1,0
579,579,5,Measures.Correlation,Measures.RSS,Measures.C2,1,1
580,580,5,Measures.Correlation,Measures.RSS,Measures.C2,2,0
581,581,5,Measures.Correlation,Measures.RSS,Measures.C2,2,1
582,582,5,Measures.Correlation,Measures.RSS,Measures.C2,3,0
583,583,5,Measures.Correlation,Measures.RSS,Measures.C2,3,1
584,584,5,Measures.Correlation,Measures.RSS,Measures.C2,4,0
585,585,5,Measures.Correlation,Measures.RSS,Measures.C2,4,1
586,586,5,Measures.Correlation,Measures.RSS,Measures.C2,5,0
587,587,5,Measures.Correlation,Measures.RSS,Measures.C2,5,1
588,588,5,Measures.Correlation,Measures.RSS,Measures.RSS,0,0
589,589,5,Measures.Correlation,Measures.RSS,Measures.RSS,0,1
590,590,5,Measures.Correlation,Measures.RSS,Measures.RSS,1,0
591,591,5,Measures.Correlation,Measures.RSS,Measures.RSS,1,1
592,592,5,Measures.Correlation,Measures.RSS,Measures.RSS,2,0
593,593,5,Measures.Correlation,Measures.RSS,Measures.RSS,2,1
594,594,5,Measures.Correlation,Measures.RSS,Measures.RSS,3,0
595,595,5,Measures.Correlation,Measures.RSS,Measures.RSS,3,1
596,596,5,Measures.Correlation,Measures.RSS,Measures.RSS,4,0
597,597,5,Measures.Correlation,Measures.RSS,Measures.RSS,4,1
598,598,5,Measures.Correlation,Measures.RSS,Measures.RSS,5,0
599,599,5,Measures.Correlation,Measures.RSS,Measures.RSS,5,1
600,600,5,Measures.Correlation,Measures.RSS,Measures.Correlation,0,0
601,601,5,Measures.Correlation,Measures.RSS,Measures.Correlation,0,1
602,602,5,Measures.Correlation,Measures.RSS,Measures.Correlation,1,0
603,603,5,Measures.Correlation,Measures.RSS,Measures.Correlation,1,1
604,604,5,Measures.Correlation,Measures.RSS,Measures.Correlation,2,0
605,605,5,Measures.Correlation,Measures.RSS,Measures.Correlation,2,1
606,606,5,Measures.Correlation,Measures.RSS,Measures.Correlation,3,0
607,607,5,Measures.Correlation,Measures.RSS,Measures.Correlation,3,1
608,608,5,Measures.Correlation,Measures.RSS,Measures.Correlation,4,0
609,609,5,Measures.Correlation,Measures.RSS,Measures.Correlation,4,1
610,610,5,Measures.Correlation,Measures.RSS,Measures.Correlation,5,0
611,611,5,Measures.Correlation,Measures.RSS,Measures.Correlation,5,1
612,612,5,Measures.Correlation,Measures.Correlation,Measures.C2,0,0
613,613,5,Measures.Correlation,Measures.Correlation,Measures.C2,0,1
614,614,5,Measures.Correlation,Measures.Correlation,Measures.C2,1,0
615,615,5,Measures.Correlation,Measures.Correlation,Measures.C2,1,1
616,616,5,Measures.Correlation,Measures.Correlation,Measures.C2,2,0
617,617,5,Measures.Correlation,Measures.Correlation,Measures.C2,2,1
618,618,5,Measures.Correlation,Measures.Correlation,Measures.C2,3,0
619,619,5,Measures.Correlation,Measures.Correlation,Measures.C2,3,1
620,620,5,Measures.Correlation,Measures.Correlation,Measures.C2,4,0
621,621,5,Measures.Correlation,Measures.Correlation,Measures.C2,4,1
622,622,5,Measures.Correlation,Measures.Correlation,Measures.C2,5,0
623,623,5,Measures.Correlation,Measures.Correlation,Measures.C2,5,1
624,624,5,Measures.Correlation,Measures.Correlation,Measures.RSS,0,0
625,625,5,Measures.Correlation,Measures.Correlation,Measures.RSS,0,1
626,626,5,Measures.Correlation,Measures.Correlation,Measures.RSS,1,0
627,627,5,Measures.Correlation,Measures.Correlation,Measures.RSS,1,1
628,628,5,Measures.Correlation,Measures.Correlation,Measures.RSS,2,0
629,629,5,Measures.Correlation,Measures.Correlation,Measures.RSS,2,1
630,630,5,Measures.Correlation,Measures.Correlation,Measures.RSS,3,0
631,631,5,Measures.Correlation,Measures.Correlation,Measures.RSS,3,1
632,632,5,Measures.Correlation,Measures.Correlation,Measures.RSS,4,0
633,633,5,Measures.Correlation,Measures.Correlation,Measures.RSS,4,1
634,634,5,Measures.Correlation,Measures.Correlation,Measures.RSS,5,0
635,635,5,Measures.Correlation,Measures.Correlation,Measures.RSS,5,1
636,636,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,0
637,637,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,1
638,638,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,0
639,639,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,1
640,640,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,0
641,641,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,1
642,642,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,0
643,643,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,1
644,644,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,0
645,645,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,1
646,646,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,0
647,647,5,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,1
648,648,7,Measures.C2,Measures.C2,Measures.C2,0,0
649,649,7,Measures.C2,Measures.C2,Measures.C2,0,1
650,650,7,Measures.C2,Measures.C2,Measures.C2,1,0
651,651,7,Measures.C2,Measures.C2,Measures.C2,1,1
652,652,7,Measures.C2,Measures.C2,Measures.C2,2,0
653,653,7,Measures.C2,Measures.C2,Measures.C2,2,1
654,654,7,Measures.C2,Measures.C2,Measures.C2,3,0
655,655,7,Measures.C2,Measures.C2,Measures.C2,3,1
656,656,7,Measures.C2,Measures.C2,Measures.C2,4,0
657,657,7,Measures.C2,Measures.C2,Measures.C2,4,1
658,658,7,Measures.C2,Measures.C2,Measures.C2,5,0
659,659,7,Measures.C2,Measures.C2,Measures.C2,5,1
660,660,7,Measures.C2,Measures.C2,Measures.RSS,0,0
661,661,7,Measures.C2,Measures.C2,Measures.RSS,0,1
662,662,7,Measures.C2,Measures.C2,Measures.RSS,1,0
663,663,7,Measures.C2,Measures.C2,Measures.RSS,1,1
664,664,7,Measures.C2,Measures.C2,Measures.RSS,2,0
665,665,7,Measures.C2,Measures.C2,Measures.RSS,2,1
666,666,7,Measures.C2,Measures.C2,Measures.RSS,3,0
667,667,7,Measures.C2,Measures.C2,Measures.RSS,3,1
668,668,7,Measures.C2,Measures.C2,Measures.RSS,4,0
669,669,7,Measures.C2,Measures.C2,Measures.RSS,4,1
670,670,7,Measures.C2,Measures.C2,Measures.RSS,5,0
671,671,7,Measures.C2,Measures.C2,Measures.RSS,5,1
672,672,7,Measures.C2,Measures.C2,Measures.Correlation,0,0
673,673,7,Measures.C2,Measures.C2,Measures.Correlation,0,1
674,674,7,Measures.C2,Measures.C2,Measures.Correlation,1,0
675,675,7,Measures.C2,Measures.C2,Measures.Correlation,1,1
676,676,7,Measures.C2,Measures.C2,Measures.Correlation,2,0
677,677,7,Measures.C2,Measures.C2,Measures.Correlation,2,1
678,678,7,Measures.C2,Measures.C2,Measures.Correlation,3,0
679,679,7,Measures.C2,Measures.C2,Measures.Correlation,3,1
680,680,7,Measures.C2,Measures.C2,Measures.Correlation,4,0
681,681,7,Measures.C2,Measures.C2,Measures.Correlation,4,1
682,682,7,Measures.C2,Measures.C2,Measures.Correlation,5,0
683,683,7,Measures.C2,Measures.C2,Measures.Correlation,5,1
684,684,7,Measures.C2,Measures.RSS,Measures.C2,0,0
685,685,7,Measures.C2,Measures.RSS,Measures.C2,0,1
686,686,7,Measures.C2,Measures.RSS,Measures.C2,1,0
687,687,7,Measures.C2,Measures.RSS,Measures.C2,1,1
688,688,7,Measures.C2,Measures.RSS,Measures.C2,2,0
689,689,7,Measures.C2,Measures.RSS,Measures.C2,2,1
690,690,7,Measures.C2,Measures.RSS,Measures.C2,3,0
691,691,7,Measures.C2,Measures.RSS,Measures.C2,3,1
692,692,7,Measures.C2,Measures.RSS,Measures.C2,4,0
693,693,7,Measures.C2,Measures.RSS,Measures.C2,4,1
694,694,7,Measures.C2,Measures.RSS,Measures.C2,5,0
695,695,7,Measures.C2,Measures.RSS,Measures.C2,5,1
696,696,7,Measures.C2,Measures.RSS,Measures.RSS,0,0
697,697,7,Measures.C2,Measures.RSS,Measures.RSS,0,1
698,698,7,Measures.C2,Measures.RSS,Measures.RSS,1,0
699,699,7,Measures.C2,Measures.RSS,Measures.RSS,1,1
700,700,7,Measures.C2,Measures.RSS,Measures.RSS,2,0
701,701,7,Measures.C2,Measures.RSS,Measures.RSS,2,1
702,702,7,Measures.C2,Measures.RSS,Measures.RSS,3,0
703,703,7,Measures.C2,Measures.RSS,Measures.RSS,3,1
704,704,7,Measures.C2,Measures.RSS,Measures.RSS,4,0
705,705,7,Measures.C2,Measures.RSS,Measures.RSS,4,1
706,706,7,Measures.C2,Measures.RSS,Measures.RSS,5,0
707,707,7,Measures.C2,Measures.RSS,Measures.RSS,5,1
708,708,7,Measures.C2,Measures.RSS,Measures.Correlation,0,0
709,709,7,Measures.C2,Measures.RSS,Measures.Correlation,0,1
710,710,7,Measures.C2,Measures.RSS,Measures.Correlation,1,0
711,711,7,Measures.C2,Measures.RSS,Measures.Correlation,1,1
712,712,7,Measures.C2,Measures.RSS,Measures.Correlation,2,0
713,713,7,Measures.C2,Measures.RSS,Measures.Correlation,2,1
714,714,7,Measures.C2,Measures.RSS,Measures.Correlation,3,0
715,715,7,Measures.C2,Measures.RSS,Measures.Correlation,3,1
716,716,7,Measures.C2,Measures.RSS,Measures.Correlation,4,0
717,717,7,Measures.C2,Measures.RSS,Measures.Correlation,4,1
718,718,7,Measures.C2,Measures.RSS,Measures.Correlation,5,0
719,719,7,Measures.C2,Measures.RSS,Measures.Correlation,5,1
720,720,7,Measures.C2,Measures.Correlation,Measures.C2,0,0
721,721,7,Measures.C2,Measures.Correlation,Measures.C2,0,1
722,722,7,Measures.C2,Measures.Correlation,Measures.C2,1,0
723,723,7,Measures.C2,Measures.Correlation,Measures.C2,1,1
724,724,7,Measures.C2,Measures.Correlation,Measures.C2,2,0
725,725,7,Measures.C2,Measures.Correlation,Measures.C2,2,1
726,726,7,Measures.C2,Measures.Correlation,Measures.C2,3,0
727,727,7,Measures.C2,Measures.Correlation,Measures.C2,3,1
728,728,7,Measures.C2,Measures.Correlation,Measures.C2,4,0
729,729,7,Measures.C2,Measures.Correlation,Measures.C2,4,1
730,730,7,Measures.C2,Measures.Correlation,Measures.C2,5,0
731,731,7,Measures.C2,Measures.Correlation,Measures.C2,5,1
732,732,7,Measures.C2,Measures.Correlation,Measures.RSS,0,0
733,733,7,Measures.C2,Measures.Correlation,Measures.RSS,0,1
734,734,7,Measures.C2,Measures.Correlation,Measures.RSS,1,0
735,735,7,Measures.C2,Measures.Correlation,Measures.RSS,1,1
736,736,7,Measures.C2,Measures.Correlation,Measures.RSS,2,0
737,737,7,Measures.C2,Measures.Correlation,Measures.RSS,2,1
738,738,7,Measures.C2,Measures.Correlation,Measures.RSS,3,0
739,739,7,Measures.C2,Measures.Correlation,Measures.RSS,3,1
740,740,7,Measures.C2,Measures.Correlation,Measures.RSS,4,0
741,741,7,Measures.C2,Measures.Correlation,Measures.RSS,4,1
742,742,7,Measures.C2,Measures.Correlation,Measures.RSS,5,0
743,743,7,Measures.C2,Measures.Correlation,Measures.RSS,5,1
744,744,7,Measures.C2,Measures.Correlation,Measures.Correlation,0,0
745,745,7,Measures.C2,Measures.Correlation,Measures.Correlation,0,1
746,746,7,Measures.C2,Measures.Correlation,Measures.Correlation,1,0
747,747,7,Measures.C2,Measures.Correlation,Measures.Correlation,1,1
748,748,7,Measures.C2,Measures.Correlation,Measures.Correlation,2,0
749,749,7,Measures.C2,Measures.Correlation,Measures.Correlation,2,1
750,750,7,Measures.C2,Measures.Correlation,Measures.Correlation,3,0
751,751,7,Measures.C2,Measures.Correlation,Measures.Correlation,3,1
752,752,7,Measures.C2,Measures.Correlation,Measures.Correlation,4,0
753,753,7,Measures.C2,Measures.Correlation,Measures.Correlation,4,1
754,754,7,Measures.C2,Measures.Correlation,Measures.Correlation,5,0
755,755,7,Measures.C2,Measures.Correlation,Measures.Correlation,5,1
756,756,7,Measures.RSS,Measures.C2,Measures.C2,0,0
757,757,7,Measures.RSS,Measures.C2,Measures.C2,0,1
758,758,7,Measures.RSS,Measures.C2,Measures.C2,1,0
759,759,7,Measures.RSS,Measures.C2,Measures.C2,1,1
760,760,7,Measures.RSS,Measures.C2,Measures.C2,2,0
761,761,7,Measures.RSS,Measures.C2,Measures.C2,2,1
762,762,7,Measures.RSS,Measures.C2,Measures.C2,3,0
763,763,7,Measures.RSS,Measures.C2,Measures.C2,3,1
764,764,7,Measures.RSS,Measures.C2,Measures.C2,4,0
765,765,7,Measures.RSS,Measures.C2,Measures.C2,4,1
766,766,7,Measures.RSS,Measures.C2,Measures.C2,5,0
767,767,7,Measures.RSS,Measures.C2,Measures.C2,5,1
768,768,7,Measures.RSS,Measures.C2,Measures.RSS,0,0
769,769,7,Measures.RSS,Measures.C2,Measures.RSS,0,1
770,770,7,Measures.RSS,Measures.C2,Measures.RSS,1,0
771,771,7,Measures.RSS,Measures.C2,Measures.RSS,1,1
772,772,7,Measures.RSS,Measures.C2,Measures.RSS,2,0
773,773,7,Measures.RSS,Measures.C2,Measures.RSS,2,1
774,774,7,Measures.RSS,Measures.C2,Measures.RSS,3,0
775,775,7,Measures.RSS,Measures.C2,Measures.RSS,3,1
776,776,7,Measures.RSS,Measures.C2,Measures.RSS,4,0
777,777,7,Measures.RSS,Measures.C2,Measures.RSS,4,1
778,778,7,Measures.RSS,Measures.C2,Measures.RSS,5,0
779,779,7,Measures.RSS,Measures.C2,Measures.RSS,5,1
780,780,7,Measures.RSS,Measures.C2,Measures.Correlation,0,0
781,781,7,Measures.RSS,Measures.C2,Measures.Correlation,0,1
782,782,7,Measures.RSS,Measures.C2,Measures.Correlation,1,0
783,783,7,Measures.RSS,Measures.C2,Measures.Correlation,1,1
784,784,7,Measures.RSS,Measures.C2,Measures.Correlation,2,0
785,785,7,Measures.RSS,Measures.C2,Measures.Correlation,2,1
786,786,7,Measures.RSS,Measures.C2,Measures.Correlation,3,0
787,787,7,Measures.RSS,Measures.C2,Measures.Correlation,3,1
788,788,7,Measures.RSS,Measures.C2,Measures.Correlation,4,0
789,789,7,Measures.RSS,Measures.C2,Measures.Correlation,4,1
790,790,7,Measures.RSS,Measures.C2,Measures.Correlation,5,0
791,791,7,Measures.RSS,Measures.C2,Measures.Correlation,5,1
792,792,7,Measures.RSS,Measures.RSS,Measures.C2,0,0
793,793,7,Measures.RSS,Measures.RSS,Measures.C2,0,1
794,794,7,Measures.RSS,Measures.RSS,Measures.C2,1,0
795,795,7,Measures.RSS,Measures.RSS,Measures.C2,1,1
796,796,7,Measures.RSS,Measures.RSS,Measures.C2,2,0
797,797,7,Measures.RSS,Measures.RSS,Measures.C2,2,1
798,798,7,Measures.RSS,Measures.RSS,Measures.C2,3,0
799,799,7,Measures.RSS,Measures.RSS,Measures.C2,3,1
800,800,7,Measures.RSS,Measures.RSS,Measures.C2,4,0
801,801,7,Measures.RSS,Measures.RSS,Measures.C2,4,1
802,802,7,Measures.RSS,Measures.RSS,Measures.C2,5,0
803,803,7,Measures.RSS,Measures.RSS,Measures.C2,5,1
804,804,7,Measures.RSS,Measures.RSS,Measures.RSS,0,0
805,805,7,Measures.RSS,Measures.RSS,Measures.RSS,0,1
806,806,7,Measures.RSS,Measures.RSS,Measures.RSS,1,0
807,807,7,Measures.RSS,Measures.RSS,Measures.RSS,1,1
808,808,7,Measures.RSS,Measures.RSS,Measures.RSS,2,0
809,809,7,Measures.RSS,Measures.RSS,Measures.RSS,2,1
810,810,7,Measures.RSS,Measures.RSS,Measures.RSS,3,0
811,811,7,Measures.RSS,Measures.RSS,Measures.RSS,3,1
812,812,7,Measures.RSS,Measures.RSS,Measures.RSS,4,0
813,813,7,Measures.RSS,Measures.RSS,Measures.RSS,4,1
814,814,7,Measures.RSS,Measures.RSS,Measures.RSS,5,0
815,815,7,Measures.RSS,Measures.RSS,Measures.RSS,5,1
816,816,7,Measures.RSS,Measures.RSS,Measures.Correlation,0,0
817,817,7,Measures.RSS,Measures.RSS,Measures.Correlation,0,1
818,818,7,Measures.RSS,Measures.RSS,Measures.Correlation,1,0
819,819,7,Measures.RSS,Measures.RSS,Measures.Correlation,1,1
820,820,7,Measures.RSS,Measures.RSS,Measures.Correlation,2,0
821,821,7,Measures.RSS,Measures.RSS,Measures.Correlation,2,1
822,822,7,Measures.RSS,Measures.RSS,Measures.Correlation,3,0
823,823,7,Measures.RSS,Measures.RSS,Measures.Correlation,3,1
824,824,7,Measures.RSS,Measures.RSS,Measures.Correlation,4,0
