,index,minsupp_new,induction_measure,pruning_measure,voting_measure,max_growing,complementary_condition
1856,1856,13,Measures.Correlation,Measures.C2,Measures.RSS,4,0
1857,1857,13,Measures.Correlation,Measures.C2,Measures.RSS,4,1
1858,1858,13,Measures.Correlation,Measures.C2,Measures.RSS,5,0
1859,1859,13,Measures.Correlation,Measures.C2,Measures.RSS,5,1
1860,1860,13,Measures.Correlation,Measures.C2,Measures.Correlation,0,0
1861,1861,13,Measures.Correlation,Measures.C2,Measures.Correlation,0,1
1862,1862,13,Measures.Correlation,Measures.C2,Measures.Correlation,1,0
1863,1863,13,Measures.Correlation,Measures.C2,Measures.Correlation,1,1
1864,1864,13,Measures.Correlation,Measures.C2,Measures.Correlation,2,0
1865,1865,13,Measures.Correlation,Measures.C2,Measures.Correlation,2,1
1866,1866,13,Measures.Correlation,Measures.C2,Measures.Correlation,3,0
1867,1867,13,Measures.Correlation,Measures.C2,Measures.Correlation,3,1
1868,1868,13,Measures.Correlation,Measures.C2,Measures.Correlation,4,0
1869,1869,13,Measures.Correlation,Measures.C2,Measures.Correlation,4,1
1870,1870,13,Measures.Correlation,Measures.C2,Measures.Correlation,5,0
1871,1871,13,Measures.Correlation,Measures.C2,Measures.Correlation,5,1
1872,1872,13,Measures.Correlation,Measures.RSS,Measures.C2,0,0
1873,1873,13,Measures.Correlation,Measures.RSS,Measures.C2,0,1
1874,1874,13,Measures.Correlation,Measures.RSS,Measures.C2,1,0
1875,1875,13,Measures.Correlation,Measures.RSS,Measures.C2,1,1
1876,1876,13,Measures.Correlation,Measures.RSS,Measures.C2,2,0
1877,1877,13,Measures.Correlation,Measures.RSS,Measures.C2,2,1
1878,1878,13,Measures.Correlation,Measures.RSS,Measures.C2,3,0
1879,1879,13,Measures.Correlation,Measures.RSS,Measures.C2,3,1
1880,1880,13,Measures.Correlation,Measures.RSS,Measures.C2,4,0
1881,1881,13,Measures.Correlation,Measures.RSS,Measures.C2,4,1
1882,1882,13,Measures.Correlation,Measures.RSS,Measures.C2,5,0
1883,1883,13,Measures.Correlation,Measures.RSS,Measures.C2,5,1
1884,1884,13,Measures.Correlation,Measures.RSS,Measures.RSS,0,0
1885,1885,13,Measures.Correlation,Measures.RSS,Measures.RSS,0,1
1886,1886,13,Measures.Correlation,Measures.RSS,Measures.RSS,1,0
1887,1887,13,Measures.Correlation,Measures.RSS,Measures.RSS,1,1
1888,1888,13,Measures.Correlation,Measures.RSS,Measures.RSS,2,0
1889,1889,13,Measures.Correlation,Measures.RSS,Measures.RSS,2,1
1890,1890,13,Measures.Correlation,Measures.RSS,Measures.RSS,3,0
1891,1891,13,Measures.Correlation,Measures.RSS,Measures.RSS,3,1
1892,1892,13,Measures.Correlation,Measures.RSS,Measures.RSS,4,0
1893,1893,13,Measures.Correlation,Measures.RSS,Measures.RSS,4,1
1894,1894,13,Measures.Correlation,Measures.RSS,Measures.RSS,5,0
1895,1895,13,Measures.Correlation,Measures.RSS,Measures.RSS,5,1
1896,1896,13,Measures.Correlation,Measures.RSS,Measures.Correlation,0,0
1897,1897,13,Measures.Correlation,Measures.RSS,Measures.Correlation,0,1
1898,1898,13,Measures.Correlation,Measures.RSS,Measures.Correlation,1,0
1899,1899,13,Measures.Correlation,Measures.RSS,Measures.Correlation,1,1
1900,1900,13,Measures.Correlation,Measures.RSS,Measures.Correlation,2,0
1901,1901,13,Measures.Correlation,Measures.RSS,Measures.Correlation,2,1
1902,1902,13,Measures.Correlation,Measures.RSS,Measures.Correlation,3,0
1903,1903,13,Measures.Correlation,Measures.RSS,Measures.Correlation,3,1
1904,1904,13,Measures.Correlation,Measures.RSS,Measures.Correlation,4,0
1905,1905,13,Measures.Correlation,Measures.RSS,Measures.Correlation,4,1
1906,1906,13,Measures.Correlation,Measures.RSS,Measures.Correlation,5,0
1907,1907,13,Measures.Correlation,Measures.RSS,Measures.Correlation,5,1
1908,1908,13,Measures.Correlation,Measures.Correlation,Measures.C2,0,0
1909,1909,13,Measures.Correlation,Measures.Correlation,Measures.C2,0,1
1910,1910,13,Measures.Correlation,Measures.Correlation,Measures.C2,1,0
1911,1911,13,Measures.Correlation,Measures.Correlation,Measures.C2,1,1
1912,1912,13,Measures.Correlation,Measures.Correlation,Measures.C2,2,0
1913,1913,13,Measures.Correlation,Measures.Correlation,Measures.C2,2,1
1914,1914,13,Measures.Correlation,Measures.Correlation,Measures.C2,3,0
1915,1915,13,Measures.Correlation,Measures.Correlation,Measures.C2,3,1
1916,1916,13,Measures.Correlation,Measures.Correlation,Measures.C2,4,0
1917,1917,13,Measures.Correlation,Measures.Correlation,Measures.C2,4,1
1918,1918,13,Measures.Correlation,Measures.Correlation,Measures.C2,5,0
1919,1919,13,Measures.Correlation,Measures.Correlation,Measures.C2,5,1
1920,1920,13,Measures.Correlation,Measures.Correlation,Measures.RSS,0,0
1921,1921,13,Measures.Correlation,Measures.Correlation,Measures.RSS,0,1
1922,1922,13,Measures.Correlation,Measures.Correlation,Measures.RSS,1,0
1923,1923,13,Measures.Correlation,Measures.Correlation,Measures.RSS,1,1
1924,1924,13,Measures.Correlation,Measures.Correlation,Measures.RSS,2,0
1925,1925,13,Measures.Correlation,Measures.Correlation,Measures.RSS,2,1
1926,1926,13,Measures.Correlation,Measures.Correlation,Measures.RSS,3,0
1927,1927,13,Measures.Correlation,Measures.Correlation,Measures.RSS,3,1
1928,1928,13,Measures.Correlation,Measures.Correlation,Measures.RSS,4,0
1929,1929,13,Measures.Correlation,Measures.Correlation,Measures.RSS,4,1
1930,1930,13,Measures.Correlation,Measures.Correlation,Measures.RSS,5,0
1931,1931,13,Measures.Correlation,Measures.Correlation,Measures.RSS,5,1
1932,1932,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,0
1933,1933,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,1
1934,1934,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,0
1935,1935,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,1
1936,1936,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,0
1937,1937,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,1
1938,1938,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,0
1939,1939,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,1
1940,1940,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,0
1941,1941,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,1
1942,1942,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,0
1943,1943,13,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,1
